job_id,title,description,skills,riasec_vector,tags_en
13-1041.03,Equal Opportunity Representatives and Officers,"Monitor and evaluate compliance with equal opportunity laws, guidelines, and policies to ensure that employment practices and contracting arrangements give equal opportunity without regard to race, religion, color, national origin, sex, age, or disability.",,"[0.1757142857142857, 0.43, 0.24714285714285714, 0.6057142857142858, 0.7671428571428571, 0.7442857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|negotiation|persuasion|reading-comprehension|social-perceptiveness|speaking|writing
13-1041.04,Government Property Inspectors and Investigators,Investigate or inspect government property to ensure compliance with contract agreements and government regulations.,,"[0.4414285714285714, 0.47428571428571425, 0.14285714285714285, 0.3442857142857143, 0.6, 0.8942857142857142]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|persuasion|reading-comprehension|social-perceptiveness|speaking|writing
13-1041.06,Coroners,"Direct activities such as autopsies, pathological and toxicological analyses, and inquests relating to the investigation of deaths occurring within a legal jurisdiction to determine cause of death or to fix responsibility for accidental, violent, or unexplained deaths.",,"[0.5828571428571429, 0.6942857142857143, 0.21714285714285714, 0.4471428571428571, 0.5599999999999999, 0.687142857142857]",active-learning|active-listening|coordination|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|social-perceptiveness|speaking|writing
13-1041.07,Regulatory Affairs Specialists,"Coordinate and document internal regulatory processes, such as internal audits, inspections, license renewals, or registrations. May compile and prepare materials for submission to regulatory agencies.",,"[0.21142857142857144, 0.4757142857142857, 0.14285714285714285, 0.3514285714285714, 0.6371428571428571, 0.9028571428571429]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|persuasion|reading-comprehension|speaking|systems-analysis|systems-evaluation|writing
13-1041.08,Customs Brokers,Prepare customs documentation and ensure that shipments meet all applicable laws to facilitate the import and export of goods. Determine and track duties and taxes payable and process payments on behalf of client. Sign documents under a power of attorney. Represent clients in meetings with customs officials and apply for duty refunds and tariff reclassifications. Coordinate transportation and storage of imported goods.,,"[0.34714285714285714, 0.21857142857142858, 0.14285714285714285, 0.31428571428571433, 0.7242857142857143, 0.8757142857142857]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|service-orientation|speaking|time-management|writing
13-1051.00,Cost Estimators,"Prepare cost estimates for product manufacturing, construction projects, or services to aid management in bidding on or determining price of product or service. May specialize according to particular service performed or type of product manufactured.",,"[0.4428571428571429, 0.4642857142857143, 0.15, 0.23714285714285713, 0.6728571428571428, 0.92]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|management-of-financial-resources|mathematics|persuasion|reading-comprehension|speaking|systems-analysis|writing
13-1071.00,Human Resources Specialists,"Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.",,"[0.15285714285714286, 0.35571428571428576, 0.2057142857142857, 0.5399999999999999, 0.8214285714285714, 0.7857142857142857]",active-learning|active-listening|coordination|critical-thinking|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
13-1074.00,Farm Labor Contractors,"Recruit and hire seasonal or temporary agricultural laborers. May transport, house, and provide meals for workers.",,"[0.6928571428571428, 0.22, 0.14285714285714285, 0.4628571428571429, 0.7128571428571429, 0.6271428571428571]",active-listening|coordination|critical-thinking|judgment-and-decision-making|management-of-personnel-resources|negotiation|social-perceptiveness|speaking|time-management
13-1075.00,Labor Relations Specialists,"Resolve disputes between workers and managers, negotiate collective bargaining agreements, or coordinate grievance procedures to handle employee complaints.",,"[0.18, 0.42857142857142855, 0.2357142857142857, 0.5471428571428572, 0.8114285714285714, 0.6657142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|negotiation|persuasion|reading-comprehension|social-perceptiveness|speaking|writing
13-1081.00,Logisticians,"Analyze and coordinate the ongoing logistical functions of a firm or organization. Responsible for the entire life cycle of a product, including acquisition, distribution, internal allocation, delivery, and final disposal of resources.",,"[0.34142857142857147, 0.5471428571428572, 0.15, 0.33571428571428574, 0.7285714285714285, 0.7971428571428572]",active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|operations-analysis|reading-comprehension|speaking|systems-analysis|systems-evaluation|time-management|writing
13-1081.01,Logistics Engineers,"Design or analyze operational solutions for projects such as transportation optimization, network modeling, process and methods analysis, cost containment, capacity enhancement, routing and shipment optimization, or information management.",,"[0.5714285714285714, 0.78, 0.15142857142857144, 0.17285714285714285, 0.5128571428571428, 0.8185714285714286]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|mathematics|operations-analysis|reading-comprehension|speaking|systems-analysis|systems-evaluation|writing
13-1081.02,Logistics Analysts,"Analyze product delivery or supply chain processes to identify or recommend changes. May manage route activity including invoicing, electronic bills, and shipment tracing.",,"[0.46, 0.5685714285714286, 0.14285714285714285, 0.22142857142857145, 0.63, 0.9771428571428571]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|mathematics|monitoring|reading-comprehension|speaking|systems-analysis|systems-evaluation|writing
13-1082.00,Project Management Specialists,"Analyze and coordinate the schedule, timeline, procurement, staffing, and budget of a product or service on a per project basis. Lead and guide the work of technical staff. May serve as a point of contact for the client or customer.",,"[0.20857142857142857, 0.39428571428571424, 0.22571428571428573, 0.4785714285714286, 0.9085714285714286, 0.7942857142857143]",timeline|procurement|staffing|project-management-specialists
13-1111.00,Management Analysts,"Conduct organizational studies and evaluations, design systems and procedures, conduct work simplification and measurement studies, and prepare operations and procedures manuals to assist management in operating more efficiently and effectively. Includes program analysts and management consultants.",,"[0.22571428571428573, 0.78, 0.22571428571428573, 0.39571428571428574, 0.6799999999999999, 0.8757142857142857]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
13-1121.00,"Meeting, Convention, and Event Planners","Coordinate activities of staff, convention personnel, or clients to make arrangements for group meetings, events, or conventions.",,"[0.14285714285714285, 0.20428571428571426, 0.3485714285714286, 0.6457142857142857, 1.0, 0.7528571428571428]",active-listening|complex-problem-solving|coordination|critical-thinking|monitoring|negotiation|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
